fips,country,state,county,level,lat,locationId,long,population,metrics.testPositivityRatio,metrics.testPositivityRatioDetails.source,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,riskLevels.testPositivityRatio,riskLevels.caseDensity,riskLevels.contactTracerCapacityRatio,riskLevels.infectionRate,riskLevels.icuHeadroomRatio,riskLevels.icuCapacityRatio,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,lastUpdatedDate,url,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered\
48133,US,TX,Eastland County,county,,iso1:us#iso2:us-tx#fips:48133,,18360,0.05,other,2.3,,1.03,1.19,0.64,,,1,1,1,4,1,2,4,1369,50,,,,52,5,3,0.24,1,1,1,,1,,5217,4371,6/18/21,https://covidactnow.org/us/texas-tx/county/eastland_county,0.284,0.238,0,8883\
48135,US,TX,Ector County,county,,iso1:us#iso2:us-tx#fips:48135,,166223,0.022,other,3.1,,0.82,0.76,0.06,,0.64,1,0,1,4,0,0,0,17491,377,,,,652,294,6,0.55,54,35,1,0.67,13,,51571,43859,6/18/21,https://covidactnow.org/us/texas-tx/county/ector_county,0.31,0.264,0,92817\
48137,US,TX,Edwards County,county,,iso1:us#iso2:us-tx#fips:48137,,1932,,other,0,,,,,,,0,4,0,4,4,4,4,220,6,,,,,,0,,,,0,,0,,593,502,6/18/21,https://covidactnow.org/us/texas-tx/county/edwards_county,0.307,0.26,0,1071\
48139,US,TX,Ellis County,county,,iso1:us#iso2:us-tx#fips:48139,,184826,0.036,other,6.6,,1.01,0.5,0.23,,0.74,1,1,1,4,1,0,1,23234,323,,,,189,110,6,0.49,13,10,2,0.44,51,,72891,61187,6/18/21,https://covidactnow.org/us/texas-tx/county/ellis_county,0.394,0.331,1,129237\
48141,US,TX,El Paso County,county,,iso1:us#iso2:us-tx#fips:48141,,839238,0.018,other,1.2,,0.67,0.36,0.15,,0.88,1,0,1,4,0,0,3,136375,2728,,,,2719,1336,49,0.62,246,217,19,0.7,13,,505688,418986,6/18/21,https://covidactnow.org/us/texas-tx/county/el_paso_county,0.603,0.499,1,898822\
48143,US,TX,Erath County,county,,iso1:us#iso2:us-tx#fips:48143,,42698,0.045,other,3.3,,1.29,1.05,,,0.75,2,1,1,4,2,4,1,4238,70,,,,98,5,1,0.3,5,3,0,0.27,6,,11823,10286,6/18/21,https://covidactnow.org/us/texas-tx/county/erath_county,0.277,0.241,0,21190\
48145,US,TX,Falls County,county,,iso1:us#iso2:us-tx#fips:48145,,17297,0.011,other,3.9,,1.23,1.08,0,,,2,0,1,4,2,0,4,2105,32,,,,36,3,1,0.09,0,,0,,1,,5778,4747,6/18/21,https://covidactnow.org/us/texas-tx/county/falls_county,0.334,0.274,0,10248\
48147,US,TX,Fannin County,county,,iso1:us#iso2:us-tx#fips:48147,,35514,0.006,other,3.3,,1.15,1.1,,,,2,0,1,4,2,4,4,3485,109,,,,317,16,1,0.49,2,,2,0.04,7,,10844,9545,6/18/21,https://covidactnow.org/us/texas-tx/county/fannin_county,0.305,0.269,0,18933\
48149,US,TX,Fayette County,county,,iso1:us#iso2:us-tx#fips:48149,,25346,0.031,other,2.8,,1.01,1.17,,,,1,1,1,4,1,4,4,2752,67,,,,65,13,2,0.26,0,,0,,0,,10229,8525,6/18/21,https://covidactnow.org/us/texas-tx/county/fayette_county,0.404,0.336,0,17405\
48151,US,TX,Fisher County,county,,iso1:us#iso2:us-tx#fips:48151,,3830,,other,0,,,,,,,0,4,0,4,4,4,4,306,14,,,,14,2,0,0.11,0,,0,,0,,1086,977,6/18/21,https://covidactnow.org/us/texas-tx/county/fisher_county,0.284,0.255,0,1922\
48153,US,TX,Floyd County,county,,iso1:us#iso2:us-tx#fips:48153,,5712,,other,5,,0.95,1.2,,,,1,4,1,4,1,4,4,896,30,,,,25,2,0,0.16,0,,0,,0,,1947,1775,6/18/21,https://covidactnow.org/us/texas-tx/county/floyd_county,0.341,0.311,0,3566\
48155,US,TX,Foard County,county,,iso1:us#iso2:us-tx#fips:48155,,1155,,other,0,,,,,,,0,4,0,4,4,4,4,124,10,,,,,,0,,,,0,,0,,420,340,6/18/21,https://covidactnow.org/us/texas-tx/county/foard_county,0.364,0.294,0,728\
48157,US,TX,Fort Bend County,county,,iso1:us#iso2:us-tx#fips:48157,,811688,0.032,other,3.7,,0.97,0.22,0.08,,0.73,1,1,1,4,1,0,1,69538,692,,,,1165,630,16,0.6,81,59,4,0.53,27,,469571,397089,6/18/21,https://covidactnow.org/us/texas-tx/county/fort_bend_county,0.579,0.489,1,840260\
48159,US,TX,Franklin County,county,,iso1:us#iso2:us-tx#fips:48159,,10725,0.111,other,0,,1,1.17,,,,0,2,0,4,1,4,4,739,26,,,,,,1,,,,0,,0,,3071,2599,6/18/21,https://covidactnow.org/us/texas-tx/county/franklin_county,0.286,0.242,0,5303\
48161,US,TX,Freestone County,county,,iso1:us#iso2:us-tx#fips:48161,,19717,0.021,other,3.4,,0.92,1.18,,,,1,0,1,4,1,4,4,1968,50,,,,37,3,1,0.12,0,,0,,0,,5626,4541,6/18/21,https://covidactnow.org/us/texas-tx/county/freestone_county,0.285,0.23,0,9521\
48163,US,TX,Frio County,county,,iso1:us#iso2:us-tx#fips:48163,,20306,0.02,other,9,,0.8,0.75,,,,1,0,1,4,0,4,4,2684,52,,,,24,7,0,0.22,0,,0,,5,,7011,5625,6/18/21,https://covidactnow.org/us/texas-tx/county/frio_county,0.345,0.277,0,11820\
48165,US,TX,Gaines County,county,,iso1:us#iso2:us-tx#fips:48165,,21492,0.042,other,0.7,,1.06,1.2,0.01,,,0,1,0,4,1,0,4,1461,45,,,,33,6,2,0.45,94,93,33,,0,,3343,2979,6/18/21,https://covidactnow.org/us/texas-tx/county/gaines_county,0.156,0.139,0,5846\
48167,US,TX,Galveston County,county,,iso1:us#iso2:us-tx#fips:48167,,342139,0.029,other,8.9,,0.99,0.29,0.1,,0.93,1,0,1,4,1,0,3,40841,439,,,,946,580,24,0.68,111,103,5,,31,,159623,142868,6/18/21,https://covidactnow.org/us/texas-tx/county/galveston_county,0.467,0.418,0,295145\
48169,US,TX,Garza County,county,,iso1:us#iso2:us-tx#fips:48169,,6229,0.034,other,58.9,,1.23,0.82,,,,3,1,3,4,2,4,4,545,22,,,,,,0,,,,0,,10,,2751,2379,6/18/21,https://covidactnow.org/us/texas-tx/county/garza_county,0.442,0.382,0,4138\
48171,US,TX,Gillespie County,county,,iso1:us#iso2:us-tx#fips:48171,,26988,0.033,other,3.2,,1.01,0.88,0.56,,0.83,1,1,1,4,1,1,2,2525,52,,,,84,19,1,0.36,3,2,1,0.24,2,,12198,10618,6/18/21,https://covidactnow.org/us/texas-tx/county/gillespie_county,0.452,0.393,1,22074\
48173,US,TX,Glasscock County,county,,iso1:us#iso2:us-tx#fips:48173,,1409,,other,10.1,,1,1.17,,,,2,4,2,4,1,4,4,105,2,,,,,,0,,,,0,,0,,493,427,6/18/21,https://covidactnow.org/us/texas-tx/county/glasscock_county,0.35,0.303,0,889\
48175,US,TX,Goliad County,county,,iso1:us#iso2:us-tx#fips:48175,,7658,0.046,other,0,,0.97,1.18,,,,0,1,0,4,1,4,4,478,15,,,,,,1,,,,0,,0,,2512,2277,6/18/21,https://covidactnow.org/us/texas-tx/county/goliad_county,0.328,0.297,0,4550\
48177,US,TX,Gonzales County,county,,iso1:us#iso2:us-tx#fips:48177,,20837,0.062,other,2.1,,1.2,1.02,0,,,2,1,1,4,2,0,4,2535,57,,,,34,10,1,0.18,1,1,0,,0,,7474,6770,6/18/21,https://covidactnow.org/us/texas-tx/county/gonzales_county,0.359,0.325,0,12964\
48179,US,TX,Gray County,county,,iso1:us#iso2:us-tx#fips:48179,,21886,0.048,other,41.9,,1.1,0.56,,,0.21,3,1,3,4,1,4,0,2467,57,,,,109,14,0,0.13,7,1,0,0.27,14,,6458,5592,6/18/21,https://covidactnow.org/us/texas-tx/county/gray_county,0.295,0.256,0,11370\
48181,US,TX,Grayson County,county,,iso1:us#iso2:us-tx#fips:48181,,136212,0.029,other,0.6,,0.86,0.96,0.11,,0.85,0,0,0,4,0,0,2,11374,345,,,,717,399,7,0.57,63,54,4,0.63,0,,45930,39977,6/18/21,https://covidactnow.org/us/texas-tx/county/grayson_county,0.337,0.293,0,78731\
48183,US,TX,Gregg County,county,,iso1:us#iso2:us-tx#fips:48183,,123945,0.038,other,2.9,,0.64,0.8,0.03,,0.92,1,1,1,4,0,0,3,11388,360,,,,841,189,3,0.5,48,44,1,0.52,0,,41816,35996,6/18/21,https://covidactnow.org/us/texas-tx/county/gregg_county,0.337,0.29,1,75563\
48185,US,TX,Grimes County,county,,iso1:us#iso2:us-tx#fips:48185,,28880,0.012,other,12.1,,0.95,0.8,inf,,,2,0,2,4,1,4,4,3789,72,,,,25,6,0,0.32,0,,1,,4,,11670,9838,6/18/21,https://covidactnow.org/us/texas-tx/county/grimes_county,0.404,0.341,0,20384\
48187,US,TX,Guadalupe County,county,,iso1:us#iso2:us-tx#fips:48187,,166847,0.033,other,8.7,,1.07,0.32,0.21,,0.7,1,1,1,4,1,0,0,13936,222,,,,161,50,3,0.32,8,6,1,0.51,12,,70465,60776,6/18/21,https://covidactnow.org/us/texas-tx/county/guadalupe_county,0.422,0.364,0,121754\
48189,US,TX,Hale County,county,,iso1:us#iso2:us-tx#fips:48189,,33406,0.031,other,4.3,,1.06,1.02,,,0.14,1,1,1,4,1,4,0,6171,156,,,,88,13,1,0.4,5,0,0,0.73,0,,9996,8913,6/18/21,https://covidactnow.org/us/texas-tx/county/hale_county,0.299,0.267,0,17573\
48191,US,TX,Hall County,county,,iso1:us#iso2:us-tx#fips:48191,,2964,,other,0,,0.98,1.17,,,,0,4,0,4,1,4,4,496,14,,,,,,0,,,,0,,0,,1080,956,6/18/21,https://covidactnow.org/us/texas-tx/county/hall_county,0.364,0.323,0,1899\
48193,US,TX,Hamilton County,county,,iso1:us#iso2:us-tx#fips:48193,,8461,0.014,other,0,,1,1.17,,,,0,0,0,4,1,4,4,783,27,,,,42,10,0,0.2,0,,0,,0,,3243,2824,6/18/21,https://covidactnow.org/us/texas-tx/county/hamilton_county,0.383,0.334,0,5555\
48195,US,TX,Hansford County,county,,iso1:us#iso2:us-tx#fips:48195,,5399,,other,15.9,,1.04,1,,,,2,4,2,4,1,4,4,933,24,,,,14,2,0,0.17,0,,0,,3,,1806,1653,6/18/21,https://covidactnow.org/us/texas-tx/county/hansford_county,0.335,0.306,0,3066\
48197,US,TX,Hardeman County,county,,iso1:us#iso2:us-tx#fips:48197,,3933,0.333,other,3.6,,1,1.17,0.08,,,3,3,1,4,1,0,4,385,12,,,,45,2,1,0.06,4,4,0,,1,,1410,1289,6/18/21,https://covidactnow.org/us/texas-tx/county/hardeman_county,0.359,0.328,0,2482\
48199,US,TX,Hardin County,county,,iso1:us#iso2:us-tx#fips:48199,,57602,0.018,other,4,,0.71,0.75,0.42,,,1,0,1,4,0,0,4,6024,114,,,,,0,2,,5,5,1,,3,,15802,13352,6/18/21,https://covidactnow.org/us/texas-tx/county/hardin_county,0.274,0.232,0,28237\
48201,US,TX,Harris County,county,,iso1:us#iso2:us-tx#fips:48201,,4713325,0.034,other,4,,0.87,0.11,0.17,,0.81,1,1,1,4,0,0,2,384730,6534,,,,18060,9639,384,0.68,1281,1043,116,0.68,95,,2250427,1854507,6/18/21,https://covidactnow.org/us/texas-tx/county/harris_county,0.477,0.393,9,3933871\
48203,US,TX,Harrison County,county,,iso1:us#iso2:us-tx#fips:48203,,66553,0.002,other,3.6,,0.94,0.95,0.08,,,1,0,1,4,1,0,4,4951,110,,,,336,,4,0.55,42,,2,0.6,6,,18590,15876,6/18/21,https://covidactnow.org/us/texas-tx/county/harrison_county,0.279,0.239,0,32027\
48205,US,TX,Hartley County,county,,iso1:us#iso2:us-tx#fips:48205,,5576,,other,5.1,,0.95,1.11,,,,1,4,1,4,1,4,4,661,2,,,,21,,0,0.24,0,,0,,0,,2221,1731,6/18/21,https://covidactnow.org/us/texas-tx/county/hartley_county,0.398,0.31,0,3927\
48207,US,TX,Haskell County,county,,iso1:us#iso2:us-tx#fips:48207,,5658,0.04,other,0,,1.11,1.13,,,,0,1,0,4,2,4,4,457,27,,,,25,1,1,0.09,0,,0,,0,,1939,1653,6/18/21,https://covidactnow.org/us/texas-tx/county/haskell_county,0.343,0.292,0,3440\
48209,US,TX,Hays County,county,,iso1:us#iso2:us-tx#fips:48209,,230191,0.045,other,3.7,,0.86,0.5,0.19,,0.83,1,1,1,4,0,0,2,21073,257,,,,388,229,16,0.47,50,41,7,0.43,5,,116299,96613,6/18/21,https://covidactnow.org/us/texas-tx/county/hays_county,0.505,0.42,0,203230\
48211,US,TX,Hemphill County,county,,iso1:us#iso2:us-tx#fips:48211,,3819,,other,3.7,,1,1.17,0.03,,,1,4,1,4,1,0,4,586,3,,,,26,5,1,0.08,6,6,3,,0,,1319,1219,6/18/21,https://covidactnow.org/us/texas-tx/county/hemphill_county,0.345,0.319,0,2244\
48213,US,TX,Henderson County,county,,iso1:us#iso2:us-tx#fips:48213,,82737,0.062,other,2.8,,0.8,0.88,,,0.72,1,1,1,4,0,4,1,6014,194,,,,127,43,0,0.39,7,5,2,0.52,0,,25298,21860,6/18/21,https://covidactnow.org/us/texas-tx/county/henderson_county,0.306,0.264,0,44697\
48215,US,TX,Hidalgo County,county,,iso1:us#iso2:us-tx#fips:48215,,868707,0.041,other,5.6,,1.02,0.21,0.24,,0.74,1,1,1,4,1,0,1,90309,2896,,,,3009,1190,75,0.55,173,129,28,0.54,25,,486712,406223,6/18/21,https://covidactnow.org/us/texas-tx/county/hidalgo_county,0.56,0.468,2,862265\
48217,US,TX,Hill County,county,,iso1:us#iso2:us-tx#fips:48217,,36649,0.053,other,3.5,,0.95,0.98,inf,,,1,1,1,4,1,4,4,4549,109,,,,25,16,0,0.24,0,,1,,4,,11695,10103,6/18/21,https://covidactnow.org/us/texas-tx/county/hill_county,0.319,0.276,0,20000\
48219,US,TX,Hockley County,county,,iso1:us#iso2:us-tx#fips:48219,,23021,0.053,other,34.1,,0.92,0.51,,,,3,1,3,4,1,4,4,3033,103,,,,48,3,1,0.14,1,1,0,,17,,7495,6569,6/18/21,https://covidactnow.org/us/texas-tx/county/hockley_county,0.326,0.285,0,13233\
48221,US,TX,Hood County,county,,iso1:us#iso2:us-tx#fips:48221,,61643,0.035,other,3.2,,1,0.96,0.12,,0.52,1,1,1,4,1,0,0,6623,133,,,,73,35,1,0.67,11,6,1,0.32,6,,24297,22041,6/18/21,https://covidactnow.org/us/texas-tx/county/hood_county,0.394,0.358,0,44981\
48223,US,TX,Hopkins County,county,,iso1:us#iso2:us-tx#fips:48223,,37084,0.082,other,5.4,,0.81,0.91,0.13,,0.24,1,1,1,4,0,0,0,3192,114,,,,96,37,3,0.49,17,4,1,0.4,2,,10769,9386,6/18/21,https://covidactnow.org/us/texas-tx/county/hopkins_county,0.29,0.253,0,19291\
48225,US,TX,Houston County,county,,iso1:us#iso2:us-tx#fips:48225,,22968,0.01,other,3.6,,0.86,1.19,,,,1,0,1,4,0,4,4,1684,58,,,,,5,0,,,,1,,1,,7385,5926,6/18/21,https://covidactnow.org/us/texas-tx/county/houston_county,0.322,0.258,0,12454\
48227,US,TX,Howard County,county,,iso1:us#iso2:us-tx#fips:48227,,36664,0.013,other,5.1,,1.08,1.03,0.18,,0.14,1,0,1,4,1,0,0,4694,101,,,,346,23,0,0.7,7,1,1,0.39,0,,9765,7383,6/18/21,https://covidactnow.org/us/texas-tx/county/howard_county,0.266,0.201,0,15814\
48229,US,TX,Hudspeth County,county,,iso1:us#iso2:us-tx#fips:48229,,4886,0.286,other,5.8,,1,1.17,,,,3,3,1,4,1,4,4,539,12,,,,,,0,,,,0,,0,,2672,2331,6/18/21,https://covidactnow.org/us/texas-tx/county/hudspeth_county,0.547,0.477,0,4574\
48231,US,TX,Hunt County,county,,iso1:us#iso2:us-tx#fips:48231,,98594,0.074,other,15.1,,1.45,0.69,0.11,,0.94,3,1,2,4,3,0,3,6199,179,,,,221,128,2,0.66,15,14,1,0.58,3,,29948,25729,6/18/21,https://covidactnow.org/us/texas-tx/county/hunt_county,0.304,0.261,0,52981\
48233,US,TX,Hutchinson County,county,,iso1:us#iso2:us-tx#fips:48233,,20938,0.05,other,59.4,,1.06,0.47,,,,3,1,3,4,1,4,4,2270,72,,,,25,8,0,0.29,1,0,1,0.08,23,,5758,4897,6/18/21,https://covidactnow.org/us/texas-tx/county/hutchinson_county,0.275,0.234,0,10380\
48235,US,TX,Irion County,county,,iso1:us#iso2:us-tx#fips:48235,,1536,,other,0,,,,,,,0,4,0,4,4,4,4,129,1,,,,,,0,,,,0,,0,,502,434,6/18/21,https://covidactnow.org/us/texas-tx/county/irion_county,0.327,0.283,0,914\
48237,US,TX,Jack County,county,,iso1:us#iso2:us-tx#fips:48237,,8935,0.042,other,0,,1,1.17,,,,0,1,0,4,1,4,4,605,16,,,,17,13,0,0.21,0,,0,,0,,2645,2232,6/18/21,https://covidactnow.org/us/texas-tx/county/jack_county,0.296,0.25,0,4614\
48239,US,TX,Jackson County,county,,iso1:us#iso2:us-tx#fips:48239,,14760,0.041,other,2.9,,1.03,1.01,inf,,,1,1,1,4,1,4,4,1803,31,,,,25,2,0,0.11,0,,1,,0,,5133,4490,6/18/21,https://covidactnow.org/us/texas-tx/county/jackson_county,0.348,0.304,0,9253\
48241,US,TX,Jasper County,county,,iso1:us#iso2:us-tx#fips:48241,,35529,0.07,other,4.8,,1.08,0.87,,,,1,1,1,4,1,4,4,2531,93,,,,59,4,1,0.15,6,3,0,0,0,,9508,8417,6/18/21,https://covidactnow.org/us/texas-tx/county/jasper_county,0.268,0.237,0,17129\
48243,US,TX,Jeff Davis County,county,,iso1:us#iso2:us-tx#fips:48243,,2274,,other,6.3,,,,,,,1,4,1,4,4,4,4,193,5,,,,,,0,,,,0,,0,,1136,1013,6/18/21,https://covidactnow.org/us/texas-tx/county/jeff_davis_county,0.5,0.445,0,2082\
48245,US,TX,Jefferson County,county,,iso1:us#iso2:us-tx#fips:48245,,251565,0.021,other,1.2,,0.8,0.82,0.13,,0.86,1,0,1,4,0,0,3,19833,438,,,,2091,594,18,0.5,74,64,5,0.68,4,,89087,73255,6/18/21,https://covidactnow.org/us/texas-tx/county/jefferson_county,0.354,0.291,1,159687\
48247,US,TX,Jim Hogg County,county,,iso1:us#iso2:us-tx#fips:48247,,5200,0.015,other,2.7,,1,1.17,,,,1,0,1,4,1,4,4,620,16,,,,,,0,,,,0,,0,,2646,2106,6/18/21,https://covidactnow.org/us/texas-tx/county/jim_hogg_county,0.509,0.405,0,4712\
48249,US,TX,Jim Wells County,county,,iso1:us#iso2:us-tx#fips:48249,,40482,0.062,other,7.1,,0.95,0.77,,,0.85,1,1,1,4,1,4,2,4378,107,,,,135,23,0,0.29,5,4,1,0.36,4,,17618,14995,6/18/21,https://covidactnow.org/us/texas-tx/county/jim_wells_county,0.435,0.37,0,31745\
48251,US,TX,Johnson County,county,,iso1:us#iso2:us-tx#fips:48251,,175817,0.042,other,4,,0.86,0.62,0.16,,0.7,1,1,1,4,0,0,0,20081,374,,,,137,184,5,0.28,24,17,2,0.6,21,,59447,51543,6/18/21,https://covidactnow.org/us/texas-tx/county/johnson_county,0.338,0.293,0,107423\
48253,US,TX,Jones County,county,,iso1:us#iso2:us-tx#fips:48253,,20083,0.056,other,16.9,,0.77,0.79,,,,2,1,2,4,0,4,4,2602,55,,,,95,2,0,0.29,0,,0,,0,,6362,5513,6/18/21,https://covidactnow.org/us/texas-tx/county/jones_county,0.317,0.275,0,10754\
48255,US,TX,Karnes County,county,,iso1:us#iso2:us-tx#fips:48255,,15601,0.009,other,64.1,,0.89,0.61,0.23,,,3,0,3,4,0,0,4,2200,37,,,,25,8,2,0.16,1,1,4,,8,,6284,5561,6/18/21,https://covidactnow.org/us/texas-tx/county/karnes_county,0.403,0.356,0,10991\
48257,US,TX,Kaufman County,county,,iso1:us#iso2:us-tx#fips:48257,,136154,0.058,other,8.6,,1.01,0.51,0.3,,0.64,1,1,1,4,1,0,0,16447,263,,,,379,14,2,0.8,6,3,1,0.26,41,,51872,42787,6/18/21,https://covidactnow.org/us/texas-tx/county/kaufman_county,0.381,0.314,0,90979\
48259,US,TX,Kendall County,county,,iso1:us#iso2:us-tx#fips:48259,,47431,0.016,other,1.8,,0.87,1.01,,,,1,0,1,4,0,4,4,3359,72,,,,,,2,,,,1,,0,,24121,20473,6/18/21,https://covidactnow.org/us/texas-tx/county/kendall_county,0.509,0.432,0,42537\
48261,US,TX,Kenedy County,county,,iso1:us#iso2:us-tx#fips:48261,,404,,other,0,,,,,,,0,4,0,4,4,4,4,39,2,,,,,,0,,,,0,,0,,184,163,6/18/21,https://covidactnow.org/us/texas-tx/county/kenedy_county,0.455,0.403,0,342\
48263,US,TX,Kent County,county,,iso1:us#iso2:us-tx#fips:48263,,762,,other,0,,,,,,,0,4,0,4,4,4,4,106,2,,,,,,0,,,,0,,0,,238,213,6/18/21,https://covidactnow.org/us/texas-tx/county/kent_county,0.312,0.28,0,422\
48265,US,TX,Kerr County,county,,iso1:us#iso2:us-tx#fips:48265,,52600,0.044,other,4.9,,0.9,0.85,0.25,,0.68,1,1,1,4,0,0,0,4468,90,,,,342,74,3,0.8,10,7,1,0.55,2,,20128,16960,6/18/21,https://covidactnow.org/us/texas-tx/county/kerr_county,0.383,0.322,0,35425\
48267,US,TX,Kimble County,county,,iso1:us#iso2:us-tx#fips:48267,,4337,0.4,other,9.9,,1.11,1.18,,,,3,3,1,4,2,4,4,294,6,,,,15,0,1,0.09,2,2,0,,0,,1599,1358,6/18/21,https://covidactnow.org/us/texas-tx/county/kimble_county,0.369,0.313,0,2822\
48269,US,TX,King County,county,,iso1:us#iso2:us-tx#fips:48269,,272,,other,0,,,,,,,0,4,0,4,4,4,4,11,0,,,,,,0,,,,0,,0,,42,33,6/18/21,https://covidactnow.org/us/texas-tx/county/king_county,0.154,0.121,0,69\
48271,US,TX,Kinney County,county,,iso1:us#iso2:us-tx#fips:48271,,3667,,other,0,,1,1.17,,,,0,4,0,4,1,4,4,332,6,,,,,,0,,,,0,,0,,1311,1061,6/18/21,https://covidactnow.org/us/texas-tx/county/kinney_county,0.358,0.289,0,2324\
48273,US,TX,Kleberg County,county,,iso1:us#iso2:us-tx#fips:48273,,30680,0.054,other,3.3,,1.09,0.96,0.17,,0.96,1,1,1,4,1,0,3,2683,93,,,,96,28,0,0.55,7,6,0,0.61,2,,15575,13348,6/18/21,https://covidactnow.org/us/texas-tx/county/kleberg_county,0.508,0.435,0,28445\
48275,US,TX,Knox County,county,,iso1:us#iso2:us-tx#fips:48275,,3664,,other,0,,,,,,,0,4,0,4,4,4,4,263,17,,,,28,2,1,0.04,9,7,2,,0,,1164,1092,6/18/21,https://covidactnow.org/us/texas-tx/county/knox_county,0.318,0.298,0,2132\
48277,US,TX,Lamar County,county,,iso1:us#iso2:us-tx#fips:48277,,49859,0.079,other,3.2,,0.78,0.82,0.28,,0.59,1,1,1,4,0,0,0,5933,157,,,,469,111,6,0.25,16,9,3,0.47,5,,14686,13121,6/18/21,https://covidactnow.org/us/texas-tx/county/lamar_county,0.295,0.263,0,26605\
48279,US,TX,Lamb County,county,,iso1:us#iso2:us-tx#fips:48279,,12893,0.089,other,22.2,,0.78,0.73,0.09,,,2,1,2,4,0,0,4,2449,83,,,,75,3,1,0.11,24,24,12,,3,,4325,3792,6/18/21,https://covidactnow.org/us/texas-tx/county/lamb_county,0.335,0.294,0,7669\
48281,US,TX,Lampasas County,county,,iso1:us#iso2:us-tx#fips:48281,,21428,0.025,other,2,,1.18,1.13,,,,2,0,1,4,2,4,4,2205,33,,,,25,7,0,0.31,0,,0,,0,,7197,6001,6/18/21,https://covidactnow.org/us/texas-tx/county/lampasas_county,0.336,0.28,0,12280\
48283,US,TX,La Salle County,county,,iso1:us#iso2:us-tx#fips:48283,,7520,0.036,other,6.6,,1,1.17,,,,1,1,1,4,1,4,4,999,30,,,,,,0,,,,0,,1,,3495,3036,6/18/21,https://covidactnow.org/us/texas-tx/county/la_salle_county,0.465,0.404,0,6238\
48285,US,TX,Lavaca County,county,,iso1:us#iso2:us-tx#fips:48285,,20154,0.014,other,5.7,,1.19,1.11,1.01,,,2,0,1,4,2,3,4,2279,76,,,,50,7,2,0.24,0,,1,0.06,4,,7127,6492,6/18/21,https://covidactnow.org/us/texas-tx/county/lavaca_county,0.354,0.322,0,12459\
48287,US,TX,Lee County,county,,iso1:us#iso2:us-tx#fips:48287,,17239,0.089,other,1.7,,1.11,1.13,,,,2,1,1,4,2,4,4,2219,39,,,,,,1,,,,0,,2,,6237,5283,6/18/21,https://covidactnow.org/us/texas-tx/county/lee_county,0.362,0.306,0,10954\
48289,US,TX,Leon County,county,,iso1:us#iso2:us-tx#fips:48289,,17404,0.014,other,1.6,,1.01,1.17,,,,1,0,1,4,1,4,4,1650,43,,,,,,2,,,,1,,0,,5359,4561,6/18/21,https://covidactnow.org/us/texas-tx/county/leon_county,0.308,0.262,0,9003\
48291,US,TX,Liberty County,county,,iso1:us#iso2:us-tx#fips:48291,,88219,0.047,other,6.8,,0.76,0.7,0.51,,,1,1,1,4,0,1,4,8070,190,,,,41,3,1,0.05,4,4,1,,9,,26299,20877,6/18/21,https://covidactnow.org/us/texas-tx/county/liberty_county,0.298,0.237,0,45065\
48293,US,TX,Limestone County,county,,iso1:us#iso2:us-tx#fips:48293,,23437,0.05,other,3,,1.19,1.06,0.12,,0.14,2,1,1,4,2,0,0,2823,80,,,,78,9,0,0.14,6,0,0,0.02,1,,6851,5799,6/18/21,https://covidactnow.org/us/texas-tx/county/limestone_county,0.292,0.247,0,11651\
48295,US,TX,Lipscomb County,county,,iso1:us#iso2:us-tx#fips:48295,,3233,,other,0,,,,,,,0,4,0,4,4,4,4,350,12,,,,,,0,,,,0,,0,,814,743,6/18/21,https://covidactnow.org/us/texas-tx/county/lipscomb_county,0.252,0.23,0,1488\
48297,US,TX,Live Oak County,county,,iso1:us#iso2:us-tx#fips:48297,,12207,0.03,other,0,,1,1.17,,,,0,0,0,4,1,4,4,1138,22,,,,,,1,,,,0,,0,,3198,2783,6/18/21,https://covidactnow.org/us/texas-tx/county/live_oak_county,0.262,0.228,0,5824\
48299,US,TX,Llano County,county,,iso1:us#iso2:us-tx#fips:48299,,21795,0.025,other,4.6,,1.36,1.07,,,,2,0,1,4,2,4,4,1694,52,,,,27,2,1,0.05,0,,0,,1,,9647,8494,6/18/21,https://covidactnow.org/us/texas-tx/county/llano_county,0.443,0.39,0,17085\
48301,US,TX,Loving County,county,,iso1:us#iso2:us-tx#fips:48301,,169,,other,0,,,,,,,0,4,0,4,4,4,4,2,0,,,,,,0,,,,0,,0,,34,27,6/18/21,https://covidactnow.org/us/texas-tx/county/loving_county,0.201,0.16,0,61\
